"l1"	"l2"	"l3"	"l4"	"l5"	"l6"	"l7"	"l8"	"l9"	"l10"	"l11"	"l12"	"l13"	"l14"	"l15"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"
10.744266	4.883291	20.275142	19.36132	13.831448	15.185119	14.271947	0	0	4.376958	5.328059	111.997799	114.400849	13.843677	6.094779	0.243586	0.145088	0.152053	6.450704	1.246198	0.101033	0.108908	0.21564	5.471875	0.116967	57.133649	0.355223	23.333027	1.210373	0.420914	0.00747	0.00174	0.010674	0.175792	0.029201	0.010338	0.014166	0.148457	0.150372	0.104746	0.051447	0.046856	0.099701	0.022178	0.01201
9.834486	4.862472	19.717719	19.905513	14.976961	15.920885	14.798048	0	0	4.886992	5.08771	107.768507	98.077621	13.167099	6.488714	0.311262	0.111292	0.361734	4.666083	1.300787	0.114438	0.110469	0.200588	4.216191	0.131247	60.923893	0.257394	17.609414	1.230947	0.411296	0.005428	0.002664	0.010534	0.100024	0.019796	0.011447	0.008917	0.137668	0.131255	0.053253	0.083253	0.054912	0.042664	0.010416	0.011028
10.165978	4.221668	18.473039	18.759778	14.608733	16.481747	14.7333	0	0	4.535176	5.411081	110.067502	102.673389	15.214899	5.996087	0.318815	0.132704	0.296929	6.195511	1.36943	0.101594	0.097458	0.243417	6.018323	0.276968	57.615495	0.057462	17.508267	1.204007	0.38427	0.005203	0.002386	0.018783	0.123264	0.044553	0.009401	0.007583	0.144662	0.065968	0.064777	0.070147	0.108331	0.165025	0.019002	0.005405
10.353035	4.46682	19.982673	20.049743	14.05954	16.767691	15.071744	0	0	5.506725	4.865277	104.430936	104.891727	14.68637	5.521142	0.26222	0.130729	0.157479	5.827871	1.258292	0.074595	0.097145	0.250908	3.962397	0.094177	61.382568	0.272835	22.212328	1.339977	0.60619	0.003809	0.002065	0.013667	0.133387	0.035886	0.011584	0.012585	0.12538	0.091726	0.036077	0.075795	0.127047	0.14864	0.019413	0.008564
9.645811	4.124168	19.474398	18.859337	14.198329	15.027709	14.031885	0	0	4.787437	4.990347	101.9564	106.701695	13.009068	6.108969	0.293092	0.136091	0.172849	4.953058	1.180925	0.083097	0.107188	0.225801	4.834519	0.186955	60.570477	0.208915	24.79883	1.242319	0.651697	0.007836	0.003288	0.009023	0.075857	0.006072	0.012288	0.011589	0.089635	0.107165	0.086952	0.109339	0.065715	0.020637	0.029188	0.007431
10.279906	4.265017	19.233391	20.278282	14.011346	14.87847	13.984187	0	0	4.528963	4.93309	112.267297	105.12027	13.967499	6.345163	0.280846	0.11611	0.10316	6.107099	1.172319	0.077698	0.097687	0.181517	4.909051	0.268411	49.819773	0.325996	15.195349	1.461834	0.599085	0.0091	0.003084	0.014553	0.179385	0.030627	0.009079	0.012197	0.152288	0.145726	0.029014	0.05658	0.099383	0.142743	0.009641	0.009519
9.750995	3.782259	21.282462	20.628245	14.413255	17.011549	14.82453	0	0	4.970153	4.593091	97.282884	100.064867	14.476013	5.850801	0.237655	0.109204	0.331687	7.769439	1.285977	0.117751	0.09097	0.186019	5.150896	0.051226	56.718418	0.230588	16.773007	1.279005	0.527218	0.007997	0.002121	0.017438	0.16079	0.023785	0.011632	0.010113	0.090878	0.061729	0.046945	0.074754	0.058416	0.040984	0.013315	0.003634
9.525522	3.725846	20.347003	18.972614	14.179028	15.818337	14.592031	0	0	4.906057	4.35479	115.351811	109.752821	15.483598	5.495686	0.2672	0.136535	0.327297	5.436612	1.391721	0.064557	0.091245	0.135542	5.235052	0.15434	54.333265	0.195417	20.792091	1.247055	0.625699	0.008323	0.002417	0.015841	0.14289	0.03853	0.01291	0.008857	0.061164	0.079714	0.011273	0.128119	0.107066	0.069205	0.029501	0.004089
10.337307	4.980282	20.189646	20.50531	14.300656	16.460583	14.177951	0	0	5.001916	5.435357	115.59938	105.481958	15.610944	5.254935	0.232533	0.129522	0.146807	9.489943	1.340942	0.056419	0.090396	0.143364	5.280679	0.30795	64.585211	0.36099	16.716356	1.357875	0.398887	0.006596	0.003028	0.016771	0.150203	0.027478	0.010299	0.012125	0.058654	0.129788	0.112156	0.065545	0.053651	0.120897	0.014011	0.007756
9.516362	4.44747	20.777616	20.19042	14.459451	17.12193	15.10856	0	0	4.687854	4.64776	98.356751	107.027673	15.126476	5.208189	0.26672	0.156791	0.264728	6.583026	1.303832	0.120569	0.103609	0.20919	6.255388	0.176909	64.270918	0.159451	15.575268	1.388773	0.42622	0.004735	0.003756	0.01408	0.079436	0.016652	0.008429	0.010769	0.0315	0.110103	0.050456	0.058587	0.131168	0.105626	0.025063	0.011457
9.980214	3.994658	18.686331	20.460635	14.815043	15.095623	14.247764	0	0	5.279567	5.26032	108.592967	102.094999	13.926615	5.737444	0.290522	0.113088	0.17757	8.409249	1.250164	0.09151	0.102373	0.1878	4.449537	0.330957	56.344141	0.267425	22.254931	1.178515	0.558598	0.009374	0.003008	0.012573	0.117864	0.039471	0.009596	0.006136	0.141754	0.084014	0.108049	0.093119	0.059681	0.07069	0.011877	0.011202
9.556686	4.514129	20.592072	18.622654	14.392625	16.03168	14.456585	0	0	5.064233	4.384083	103.147146	107.353467	15.07546	5.89936	0.295406	0.154239	0.172332	7.108296	1.239871	0.108029	0.103817	0.262891	4.325311	0.219381	59.593643	0.288859	20.967191	1.283567	0.367826	0.00487	0.002633	0.01014	0.076988	0.041272	0.009921	0.013451	0.065556	0.084109	0.016609	0.13007	0.163061	0.105658	0.028175	0.009464
10.295818	5.099349	20.647504	19.805728	15.250958	15.385029	14.004863	0	0	5.242465	5.417817	109.911772	112.134382	15.674107	6.188266	0.239165	0.159931	0.208193	6.527145	1.214598	0.075185	0.108427	0.130668	3.728877	0.215491	70.282178	0.11311	20.674643	1.414192	0.494657	0.007938	0.002975	0.011754	0.126472	0.01547	0.008669	0.011095	0.02754	0.156639	0.110069	0.066501	0.043714	0.118627	0.025593	0.009034
10.08278	4.398649	18.793122	19.660022	14.403482	15.35584	13.931869	0	0	5.175553	4.919452	104.11874	111.177089	13.465112	6.032003	0.341462	0.10432	0.083969	5.996001	1.410809	0.118869	0.100654	0.228222	4.86288	0.105698	67.875344	0.18361	24.32405	1.143592	0.586071	0.007654	0.003329	0.017048	0.128801	0.032955	0.011797	0.007932	0.121904	0.094496	0.06871	0.111506	0.105735	0.081503	0.017064	0.009138
10.525985	4.088889	20.380646	19.013535	14.811276	17.083314	13.839479	0	0	4.659704	5.673573	105.044144	102.299753	16.44258	5.384005	0.252996	0.157787	0.337676	4.497546	1.276309	0.126132	0.092339	0.253174	4.165011	0.295886	50.378574	0.186024	19.523672	1.297005	0.402529	0.00446	0.00289	0.00994	0.102694	0.013455	0.011164	0.014428	0.105277	0.064258	0.03455	0.005775	0.049548	0.065512	0.011596	0.006778
9.268294	4.987926	21.02792	20.784144	14.647779	16.872294	14.693123	0	0	5.084407	5.321224	106.606953	107.678513	12.623951	5.855054	0.306866	0.149067	0.348323	7.961814	1.327623	0.108655	0.099579	0.200931	5.707374	0.25501	60.475151	0.234424	23.075893	1.383048	0.482447	0.005332	0.004313	0.015222	0.073694	0.014167	0.007918	0.005924	0.118464	0.154395	0.13342	0.034447	0.135154	0.177024	0.021235	0.009218
9.688395	4.227945	20.901087	18.436798	14.635102	15.643827	13.773095	0	0	5.206598	5.212769	105.260182	101.591216	14.008399	5.315401	0.329463	0.112727	0.057056	4.035429	1.42247	0.134898	0.107688	0.164444	5.976578	0.212732	50.9599	0.212094	23.390087	1.299258	0.474488	0.00579	0.002826	0.013961	0.156274	0.049682	0.011403	0.009819	0.17325	0.139747	0.018396	0.00948	0.102285	0.137173	0.017756	0.006073
10.07888	5.071225	19.542074	19.069033	15.105872	15.379031	14.735333	0	0	5.546615	4.522253	105.610704	100.655345	13.271141	6.609815	0.283467	0.156047	0.212769	5.232489	1.23392	0.095998	0.09377	0.247172	5.064633	0.24505	52.196879	0.140002	22.581609	1.314931	0.409217	0.008262	0.002489	0.012341	0.095642	0.037369	0.009978	0.00713	0.074851	0.151991	0.094908	0.046237	0.138425	0.093432	0.01279	0.006913
9.72737	4.795231	20.524194	19.455186	13.871224	15.594012	15.03542	0	0	4.571974	5.597359	114.268505	105.911045	15.131106	6.448161	0.260721	0.135682	0.190776	6.331946	1.311951	0.085249	0.104497	0.208229	5.167737	0.234816	63.066267	0.242153	17.008617	1.273595	0.603604	0.00607	0.001754	0.01101	0.168463	0.044249	0.01166	0.0054	0.034408	0.09559	0.070605	0.077811	0.016925	0.133907	0.018511	0.005722
9.734684	4.814061	20.680558	21.371483	14.660716	16.569364	14.943388	0	0	5.038298	5.206627	106.533417	108.027836	13.686807	6.114399	0.315211	0.121666	0.202613	5.473426	1.404559	0.078173	0.1137	0.183626	5.393374	0.134484	71.099948	0.135977	19.167083	1.323038	0.458655	0.005493	0.00363	0.019004	0.056058	0.024053	0.013053	0.011166	0.102896	0.124874	0.120795	0.025771	0.090723	0.050589	0.009092	0.00599
9.616631	4.43803	21.405459	20.002317	14.745701	16.641215	14.773785	0	0	4.648266	4.515288	99.730522	112.376264	14.576848	5.397175	0.248068	0.139836	0.097689	6.147454	1.189769	0.062326	0.095948	0.234093	4.707617	0.204028	67.607989	0.210689	15.313618	1.354153	0.394531	0.007557	0.003496	0.017642	0.101456	0.026165	0.011336	0.012306	0.135797	0.102166	0.055708	0.035779	0.056765	0.063308	0.023662	0.005181
10.183647	5.156032	20.258819	20.170637	15.20875	15.279345	14.916589	0	0	4.944735	5.791547	107.114836	108.896087	15.443968	6.219262	0.275791	0.141354	0.239148	7.831856	1.291203	0.090818	0.098941	0.260216	5.081979	0.280289	71.440675	0.308596	22.873544	1.313431	0.535634	0.009603	0.001634	0.01274	0.14054	0.00923	0.010402	0.008797	0.08282	0.144645	0.063204	0.065422	0.077955	0.088504	0.013109	0.003873
9.897595	5.225431	19.770912	20.896909	14.134991	17.168964	14.205185	0	0	4.484821	5.627912	109.649572	102.448254	14.799867	6.301919	0.296043	0.133825	0.117858	8.807289	1.27308	0.084032	0.08625	0.191045	4.775183	0.234031	55.632498	0.189873	21.402273	1.167406	0.554358	0.008069	0.002875	0.013631	0.144766	0.028112	0.011978	0.013023	0.099292	0.108667	0.067731	0.116896	0.035255	0.116491	0.022987	0.010219
9.879007	4.031917	19.082335	20.95959	13.932882	16.622708	14.499112	0	0	5.26729	4.895744	106.934744	102.841458	14.43701	5.342729	0.28741	0.132164	0.133288	9.019823	1.317751	0.061462	0.088002	0.177605	6.199588	0.194116	62.03184	0.084766	19.347705	1.39732	0.518053	0.005567	0.002781	0.008206	0.128128	0.009812	0.012403	0.01203	0.080073	0.098857	0.053339	0.057873	0.079901	0.145824	0.020391	0.007962
10.447008	4.289136	20.468488	19.132083	14.126192	15.246864	14.835749	0	0	4.552154	4.821717	106.963196	102.974528	14.510188	6.68081	0.302298	0.134224	0.295695	6.59886	1.350652	0.071781	0.101404	0.224876	5.444282	0.096858	60.723443	0.122869	18.704092	1.404871	0.445541	0.010131	0.004285	0.012267	0.051389	0.032216	0.011846	0.008657	0.122505	0.088073	0.033205	0.017448	0.082229	0.082568	0.017383	0.005223
10.246326	5.284145	19.773673	19.486546	14.361351	15.111979	14.131807	0	0	4.82196	5.351944	105.844147	100.487365	16.608059	5.924211	0.304369	0.133098	0.181496	3.779833	1.20876	0.102779	0.108124	0.249742	4.812679	0.086066	52.521117	0.178944	23.850884	1.303183	0.503957	0.005099	0.00272	0.013331	0.142359	0.022333	0.013856	0.013692	0.069431	0.13267	0.077681	0.043316	0.0694	0.111923	0.012011	0.006512
10.100269	4.413183	20.302036	21.040209	13.688142	16.173887	13.814518	0	0	4.98862	4.561485	99.443917	96.784753	14.04547	6.058482	0.289233	0.162437	0.115908	7.280315	1.310903	0.070094	0.101661	0.285291	5.269028	0.0886	48.928647	0.322507	19.698407	1.268211	0.497961	0.006533	0.001393	0.012901	0.1543	0.040557	0.012932	0.009122	0.108941	0.068102	0.066852	0.10539	0.076163	0.092039	0.019767	0.010165
9.549004	3.86153	21.514527	20.706896	14.080533	15.967619	14.400174	0	0	5.44048	4.752584	98.601029	97.339707	13.301043	5.633803	0.323339	0.098808	0.225364	6.808806	1.353112	0.108998	0.105891	0.199191	5.633266	0.314754	57.037171	0.141259	19.879613	1.331805	0.468658	0.003933	0.004191	0.009274	0.028983	0.021692	0.010052	0.010064	0.11979	0.039778	0.060076	0.088675	0.141722	0.151159	0.024164	0.005553
10.060691	5.199395	19.503939	20.136609	14.266855	16.270103	14.16812	0	0	5.534597	5.505881	107.896191	109.483861	14.301687	6.225314	0.259866	0.126079	0.210352	7.625688	1.362548	0.068816	0.095081	0.170337	5.310258	0.205453	58.990659	0.080284	18.016995	1.24938	0.349767	0.007046	0.00412	0.012966	0.064931	0.025305	0.010461	0.007261	0.140998	0.043925	0.106646	0.049808	0.013388	0.090857	0.016234	0.011284
10.302374	5.278325	19.513268	19.182236	14.109558	15.686617	14.050659	0	0	4.763628	5.773476	106.139135	103.406403	15.829069	6.197269	0.258728	0.126593	0.245739	6.268711	1.332291	0.096683	0.10982	0.29	3.580057	0.162266	66.875219	0.254272	18.077337	1.286972	0.508518	0.006345	0.002329	0.011478	0.097945	0.035005	0.012018	0.013165	0.111795	0.129496	0.115861	0.045627	0.113315	0.125621	0.016616	0.006854
10.010791	5.132299	19.127253	20.268782	14.319789	16.930599	14.415412	0	0	5.56343	5.142458	111.72689	99.052362	15.573012	5.417806	0.277593	0.119425	0.220616	7.237401	1.290552	0.146083	0.103099	0.202748	4.542731	0.16061	55.822743	0.22657	23.74067	1.256423	0.656461	0.007108	0.00246	0.011294	0.044823	0.006703	0.00879	0.009992	0.114623	0.170103	0.039471	0.106068	0.083666	0.073327	0.01581	0.010716
10.550448	4.201235	19.699476	21.348191	14.374868	16.43071	14.898854	0	0	4.834312	4.695099	105.185276	108.224907	15.771528	5.796774	0.271299	0.135072	0.23393	7.149031	1.359939	0.116526	0.092968	0.222588	3.86456	0.049973	54.721273	0.17482	22.717002	1.265476	0.457775	0.006897	0.00182	0.015351	0.108457	0.019287	0.012179	0.010254	0.095778	0.087165	0.044778	0.125207	0.078632	0.13115	0.022659	0.008901
10.798934	5.109103	20.938316	18.640284	13.91066	15.3292	14.452826	0	0	5.404899	4.632326	101.905607	109.416882	13.603972	5.229877	0.28251	0.134963	0.198866	6.973035	1.156028	0.137619	0.08856	0.274305	4.35437	0.185343	62.589739	0.205587	18.55287	1.301901	0.441897	0.009232	0.00402	0.015694	0.12547	0.037086	0.010791	0.013331	0.163406	0.123447	0.042566	0.089363	0.009344	0.033297	0.010115	0.008771
9.998719	4.111262	19.601839	20.123374	14.907911	16.342005	14.804565	0	0	5.19051	4.802845	107.563816	109.972144	13.231979	5.892896	0.317043	0.118189	0.229626	4.151939	1.319625	0.092608	0.100831	0.245327	5.495497	0.363573	64.290898	0.125561	18.885019	1.262302	0.453294	0.007311	0.003096	0.013477	0.113856	0.03195	0.009561	0.008356	0.097026	0.103597	0.074916	0.030795	0.033501	0.076829	0.024889	0.008713
9.705426	4.458995	20.058933	20.039612	14.210118	15.225144	14.466414	0	0	5.454198	4.77846	112.076375	108.750369	16.256656	6.249386	0.262957	0.120666	0.072079	6.462305	1.388837	0.065393	0.106309	0.232963	6.281743	0.291626	55.269807	0.238859	17.369382	1.450199	0.45072	0.004212	0.003132	0.017194	0.036656	0.018478	0.009865	0.008589	0.075487	0.047255	0.022248	0.054895	0.091401	0.107462	0.013613	0.008071
10.376633	4.294977	18.618913	19.477394	14.992916	16.360261	14.657096	0	0	4.441359	4.786304	111.295283	106.382144	12.50847	5.985484	0.222367	0.143146	0.169885	7.34712	1.229692	0.094465	0.086931	0.23499	5.008064	0.298559	66.39474	0.064406	21.915321	1.195242	0.565365	0.006199	0.001637	0.020068	0.157611	0.027259	0.010844	0.008383	0.081643	0.060556	0.027708	0.048179	0.115075	0.098104	0.021574	0.00867
9.796065	4.830841	19.941705	18.396358	14.952176	15.954249	14.282393	0	0	4.997675	4.707512	104.727137	102.065004	15.742116	5.765899	0.343901	0.133402	0.312073	9.957946	1.192322	0.087716	0.098812	0.205745	3.957617	0.057526	54.526555	0.038171	22.492724	1.220506	0.555556	0.005621	0.002933	0.007918	0.044435	0.041719	0.012531	0.010285	0.071287	0.106081	0.095554	0.083967	0.085821	0.089774	0.026888	0.003114
10.136505	4.362181	21.098267	19.546065	14.846023	15.434548	14.330653	0	0	4.399299	5.2463	96.78616	104.562573	16.508433	6.135102	0.325379	0.122927	0.218159	9.778731	1.34434	0.113861	0.1079	0.242374	3.393037	0.069675	64.927816	0.334031	16.182569	1.423673	0.415298	0.006561	0.003957	0.015173	0.165049	0.042692	0.009405	0.007625	0.067131	0.046656	0.072683	0.096917	0.031363	0.115895	0.025346	0.004623
9.414791	4.56221	20.426052	21.25809	14.620009	14.749369	14.757113	0	0	5.599819	4.200486	105.426676	108.547146	15.407783	6.393239	0.274742	0.148481	0.126427	6.890973	1.220997	0.10436	0.103285	0.238671	5.838374	0.180262	53.770739	0.305017	22.092792	1.293997	0.501402	0.006767	0.003922	0.011192	0.146496	0.014569	0.011781	0.010948	0.077193	0.07708	0.058964	0.01806	0.146208	0.067283	0.015635	0.009664
10.429171	4.075608	18.555341	19.646807	14.928376	15.042078	14.482183	0	0	5.144215	4.424892	106.404641	110.614409	16.776598	5.938281	0.299726	0.11344	0.135112	8.572036	1.236675	0.110328	0.104891	0.281294	4.525756	0.183266	54.067935	0.167717	22.32948	1.309363	0.391012	0.01001	0.00424	0.017832	0.058263	0.040163	0.013502	0.009248	0.13947	0.115225	0.119644	0.055609	0.158354	0.067554	0.023964	0.009386
10.588102	4.941408	21.363323	19.979898	14.428299	15.852541	15.104868	0	0	5.314755	4.413014	113.107602	109.097986	12.837348	5.601085	0.292136	0.150418	0.320046	7.494942	1.434826	0.122181	0.099429	0.17729	6.350168	0.082196	55.349625	0.186675	19.806563	1.159483	0.522845	0.00877	0.002245	0.013201	0.115125	0.021168	0.012313	0.009591	0.093924	0.058665	0.014338	0.104254	0.098637	0.135043	0.008503	0.012136
9.86122	4.324163	20.839275	20.477254	14.048635	14.814719	14.36748	0	0	5.335909	4.832623	108.012017	107.514727	13.070081	5.717488	0.323046	0.143049	0.248649	9.661912	1.346853	0.082625	0.083565	0.197897	5.744218	0.275255	63.349957	0.12677	21.209364	1.290607	0.490531	0.00777	0.002764	0.010797	0.039803	0.017714	0.0095	0.007979	0.023537	0.189344	0.025476	0.10311	0.123535	0.055728	0.010932	0.009566
10.466947	3.963894	20.975806	20.341474	14.593099	16.862453	14.863111	0	0	4.499378	5.118946	102.612087	110.197299	14.22694	5.95568	0.337175	0.123941	0.153694	8.16459	1.277506	0.086055	0.094093	0.236114	6.402279	0.109697	69.639858	0.342606	18.12771	1.319867	0.576446	0.007172	0.002007	0.010134	0.10651	0.036479	0.011456	0.008091	0.07154	0.120403	0.127315	0.011423	0.09325	0.153698	0.027299	0.012522
10.515399	4.640071	21.218089	19.158788	13.976671	15.815179	14.260755	0	0	4.256548	5.633922	108.773805	104.020269	16.005245	5.823176	0.279248	0.123211	0.131077	10.130016	1.397213	0.054983	0.101058	0.231029	3.919507	0.115698	68.37986	0.076222	19.766305	1.371414	0.467082	0.006701	0.003381	0.01265	0.071553	0.020369	0.008549	0.006331	0.13263	0.187734	0.061509	0.044552	0.151685	0.048431	0.025851	0.008317
9.871212	4.036948	20.752879	19.2446	15.045094	16.72597	14.552013	0	0	5.01934	4.921883	111.049394	109.150127	15.88906	5.683075	0.31207	0.114874	0.122312	5.343231	1.251671	0.093857	0.098063	0.165694	5.544088	0.332733	65.214218	0.229467	23.191429	1.350606	0.340526	0.006492	0.003238	0.015899	0.078128	0.031745	0.011224	0.012331	0.049942	0.085851	0.032762	0.093952	0.126484	0.10406	0.020027	0.00838
10.257289	4.552125	20.235338	19.704505	14.68347	15.620179	14.124844	0	0	4.478987	4.855358	107.481228	101.306761	14.886149	6.152774	0.335372	0.153476	0.272153	4.681212	1.269043	0.081128	0.086432	0.179357	5.326637	0.03897	61.323313	0.171789	18.448533	1.377119	0.537761	0.009012	0.004067	0.008682	0.188984	0.04575	0.012842	0.009648	0.113366	0.177677	0.02426	0.023832	0.121935	0.118128	0.014155	0.004772
10.111159	4.731972	20.805656	20.544067	14.288698	15.411573	14.698649	0	0	5.739818	4.903404	110.11903	112.814737	16.098311	6.416665	0.326992	0.141773	0.191841	7.517729	1.307101	0.088286	0.104161	0.187921	3.523291	0.289632	49.707886	0.157877	16.057154	1.250823	0.589287	0.004806	0.003572	0.01984	0.131667	0.033545	0.011311	0.005074	0.058219	0.10491	0.048794	0.069571	0.089471	0.147199	0.021297	0.004039
10.407501	4.886101	20.326185	19.942588	14.792864	16.012248	14.669476	0	0	4.364581	5.189773	100.94485	104.401731	14.628762	5.596559	0.274044	0.115775	0.10819	8.262582	1.177836	0.094914	0.11102	0.226816	5.40905	0.207064	69.41546	0.204467	18.930836	1.320588	0.376718	0.007802	0.003797	0.015576	0.082221	0.022526	0.013741	0.007485	0.145487	0.109445	0.080042	0.134276	0.11998	0.058264	0.012669	0.00584
10.453105	4.134017	19.408442	20.592988	14.578574	15.285689	14.236292	0	0	5.155382	4.227713	105.496543	115.620714	12.235254	6.16477	0.249896	0.104863	0.261048	3.975829	1.142543	0.09778	0.106842	0.156278	5.588626	0.139637	51.430153	0.169506	19.429668	1.317142	0.443633	0.007251	0.002088	0.013394	0.067598	0.025714	0.014267	0.008221	0.098107	0.078516	0.086486	0.077029	0.124849	0.157583	0.024453	0.007704
10.114157	3.891943	18.94615	20.818221	14.774263	15.894258	15.28256	0	0	4.840403	4.807711	108.138303	96.144875	14.846269	5.697154	0.299457	0.101161	0.323366	8.792689	1.336158	0.138405	0.094422	0.26509	4.476063	0.166097	58.354334	0.097139	16.344097	1.356962	0.423917	0.006307	0.003271	0.014129	0.106995	0.012169	0.011523	0.012982	0.068052	0.118861	0.091202	0.062677	0.088683	0.062605	0.020824	0.008434
9.477001	4.597255	20.62466	19.301307	14.944999	16.212756	14.568121	0	0	5.257219	4.840083	101.729166	111.776404	13.4071	6.275513	0.2552	0.117145	0.182011	5.151545	1.375677	0.092042	0.092623	0.192129	4.00781	0.252972	62.905392	0.090147	20.42657	1.389666	0.506644	0.006032	0.003831	0.010907	0.092356	0.035432	0.013402	0.010158	0.018022	0.057696	0.122812	0.028894	0.036012	0.05472	0.027685	0.007023
9.913493	4.53561	18.988656	18.830854	14.583505	14.947779	13.889882	0	0	4.331165	5.526903	106.039624	101.005107	13.106118	6.259536	0.321316	0.127104	0.254405	8.089426	1.272304	0.11247	0.101282	0.193281	4.634304	0.065717	68.632448	0.279971	17.162539	1.366834	0.542603	0.006789	0.003427	0.015079	0.136275	0.01686	0.009319	0.014642	0.133607	0.182536	0.083838	0.10039	0.129738	0.027205	0.014975	0.007598
9.821024	4.758281	18.714454	19.329639	15.16717	16.299112	14.502665	0	0	4.874833	4.322302	110.529308	103.212987	16.674823	5.811648	0.251299	0.1406	0.350224	8.468211	1.219627	0.058349	0.116312	0.230458	4.260239	0.243491	63.897604	0.149276	20.320226	1.394425	0.579048	0.008161	0.003414	0.014508	0.052343	0.0339	0.011123	0.013938	0.10914	0.170585	0.041397	0.120164	0.040792	0.047723	0.022505	0.010445
9.970928	4.738194	20.013228	21.300585	14.520526	14.768199	14.320991	0	0	5.492073	4.464024	108.883813	106.005543	14.237806	5.83227	0.317664	0.158904	0.286604	9.619259	1.400559	0.072589	0.098285	0.204328	4.923089	0.189702	58.589628	0.116563	20.939482	1.428352	0.545557	0.009853	0.003063	0.015432	0.069973	0.025849	0.010153	0.006661	0.116745	0.091485	0.08251	0.124097	0.117471	0.132336	0.015264	0.009853
10.70344	4.709189	19.318487	20.966102	14.484504	15.533522	14.530133	0	0	4.927361	4.974979	114.886872	113.980031	15.043476	6.559201	0.241318	0.138147	0.159555	8.034766	1.393383	0.140018	0.096527	0.168047	5.023746	0.258279	47.922453	0.294236	24.258351	1.224412	0.492287	0.008415	0.001988	0.017292	0.105203	0.017385	0.00918	0.011553	0.091273	0.143397	0.074234	0.098445	0.072008	0.110828	0.012315	0.005006
9.307185	4.577358	19.349379	20.663783	14.474678	17.199013	14.587483	0	0	4.593459	5.177462	106.691213	103.842608	14.732112	6.291936	0.288201	0.151224	0.257698	4.448124	1.299063	0.149213	0.102881	0.268542	4.107903	0.142031	58.206047	0.106294	16.632801	1.240064	0.479978	0.006445	0.004419	0.019433	0.093999	0.026562	0.010948	0.007009	0.129427	0.070882	0.125047	0.037372	0.16771	0.140011	0.014304	0.007139
10.200476	4.69132	19.347279	20.715642	14.755116	15.682801	14.302567	0	0	4.96063	4.96567	112.747792	101.168889	14.287063	5.944245	0.278868	0.137508	0.041169	6.053712	1.325698	0.124627	0.112101	0.221987	4.946862	0.122521	65.358476	0.054954	20.033939	1.400356	0.383233	0.00459	0.001553	0.019107	0.083139	0.023098	0.013683	0.009435	0.146945	0.125643	0.111263	0.122049	0.069005	0.165874	0.023316	0.009264
9.951424	4.430275	20.133352	20.862568	14.223432	15.548229	15.165839	0	0	5.031017	4.666687	98.838455	104.650394	12.735164	6.415364	0.263387	0.102661	0.30658	6.682253	1.225617	0.082063	0.095041	0.211834	5.884172	0.260421	69.002548	0.161069	20.388113	1.338485	0.620641	0.008844	0.001503	0.016305	0.061202	0.020674	0.009709	0.00774	0.114945	0.119362	0.059818	0.060572	0.081684	0.12393	0.014465	0.006414
10.579458	4.167172	20.415666	20.068333	14.876161	15.58424	14.386365	0	0	5.09897	4.285522	100.17984	101.844646	14.147099	5.872985	0.235514	0.107542	0.062112	9.109401	1.199883	0.107344	0.09578	0.272055	4.878061	0.145663	59.326973	0.274893	24.091273	1.267525	0.540644	0.008487	0.004124	0.012479	0.054022	0.029589	0.008215	0.011906	0.086874	0.068597	0.057876	0.108196	0.109869	0.07631	0.024635	0.011592
10.043611	3.907486	19.85086	20.300533	14.453495	15.649411	14.052281	0	0	5.346168	5.055449	105.958916	105.696792	14.932914	5.771555	0.252579	0.106304	0.285135	5.095287	1.255206	0.127178	0.100062	0.171799	4.272712	0.343069	61.033293	0.153216	18.242098	1.334857	0.472146	0.009263	0.002852	0.016469	0.130404	0.029498	0.010769	0.009926	0.03535	0.165705	0.051906	0.031754	0.061018	0.159794	0.008749	0.010001
9.333236	4.48892	19.901414	19.778191	14.765804	16.134188	14.994389	0	0	4.804126	5.155076	111.537215	98.929284	14.15963	5.881289	0.233812	0.127557	0.186579	4.764563	1.445799	0.100544	0.096953	0.258016	3.455438	0.308845	55.103859	0.216973	19.30449	1.442544	0.550418	0.009712	0.004438	0.018188	0.062587	0.043446	0.014029	0.011434	0.101203	0.126345	0.009417	0.071918	0.022207	0.100591	0.016352	0.00801
9.239932	3.922169	19.955794	19.38236	14.312734	15.158175	13.95804	0	0	4.870274	4.539441	100.699178	115.116998	16.133622	6.008754	0.2984	0.128775	0.047609	6.244217	1.204268	0.073661	0.115288	0.211019	5.096945	0.127073	56.132788	0.265183	19.968377	1.200365	0.562159	0.006681	0.002611	0.012215	0.072191	0.011223	0.009787	0.010424	0.167774	0.053632	0.079208	0.062864	0.063141	0.155308	0.027837	0.004716
