"GASRR"	"GASClv"	"GASCrv"	"GASRub"	"GASRrc"	"GASRsc"	"GASRlc"	"GASVub"	"GASVrc"	"GASVsc"	"GASVlc"	"GAPRR"	"GCPRub"	"GCPRrc"	"GCPRsc"	"GCPRlc"	"GCPVub"	"GCPVrc"	"GCPVsc"	"GCPVlc"
0.007032	0.013864	0.022928	-0.160721	-0.124053	-0.162342	-0.091816	5.622657	1.342873	12.044537	6.660081	0.013622	-0.305004	-0.301668	-0.376693	-0.371315	16.385765	2.655187	52.835184	35.37917
0.013326	0.013755	0.020461	-0.120912	-0.142818	-0.091291	-0.107258	5.639203	1.389809	12.985786	8.135648	0.004404	-0.243666	-0.33746	-0.263837	-0.29311	13.487309	2.806169	51.625165	30.147678
0.009708	0.013067	0.025662	-0.143532	-0.143764	-0.109638	-0.163505	4.269095	0.994529	12.323627	7.573911	0.007606	-0.249022	-0.299792	-0.321572	-0.330123	14.789078	2.428811	69.97637	24.829467
0.010772	0.012942	0.020834	-0.085424	-0.126787	-0.157941	-0.140226	4.522863	1.586005	10.501267	7.704092	0.007244	-0.28195	-0.246216	-0.342529	-0.266779	15.481279	2.514546	64.820251	32.756362
0.006538	0.012591	0.017715	-0.197498	-0.178319	-0.151011	-0.16574	5.1722	1.467012	13.482088	6.301704	0.003816	-0.35631	-0.228419	-0.289176	-0.224363	14.169275	2.935791	69.127006	26.223092
0.01223	0.014172	0.018473	-0.116023	-0.182233	-0.125247	-0.132985	4.978219	1.299649	13.984535	6.769447	0.008744	-0.222072	-0.319738	-0.266483	-0.304081	11.009928	3.225711	52.963061	33.737657
0.012321	0.014221	0.023261	-0.123147	-0.172297	-0.139464	-0.172151	6.510205	1.379225	11.112452	6.188468	0.006268	-0.291257	-0.280041	-0.252087	-0.271091	11.129247	2.344271	67.241611	25.564862
0.01206	0.013426	0.022129	-0.11057	-0.140679	-0.059182	-0.123788	6.01775	1.232635	15.6601	8.341735	0.014436	-0.288913	-0.297044	-0.364448	-0.295501	14.198809	3.439757	60.804225	35.742062
0.011302	0.013547	0.016603	-0.205174	-0.106487	-0.096316	-0.131636	4.883669	1.294737	13.143036	7.152791	0.011339	-0.368671	-0.273797	-0.313817	-0.274133	13.801446	2.461531	72.937904	27.393265
0.014455	0.013953	0.024324	-0.141048	-0.129933	-0.100328	-0.149578	5.761776	1.161703	12.700576	7.61964	0.007072	-0.300015	-0.281474	-0.329343	-0.324269	15.095152	2.840391	62.67178	21.324908
0.01216	0.014968	0.022529	-0.116436	-0.099228	-0.089713	-0.114445	4.916945	1.300876	11.285933	7.199299	0.010843	-0.34058	-0.303419	-0.334079	-0.255882	17.034456	2.829325	60.516315	30.077482
0.012516	0.01346	0.021399	-0.080464	-0.094463	-0.118571	-0.104585	5.489184	1.106471	14.844628	7.841294	0.005008	-0.218751	-0.28844	-0.324803	-0.245716	13.486057	2.246718	77.709332	21.198095
0.017347	0.013643	0.021024	-0.068302	-0.159666	-0.090216	-0.177038	5.373343	1.502215	14.774878	7.238989	0.00245	-0.260821	-0.339016	-0.256041	-0.345503	14.507197	1.901642	45.174404	27.879646
0.010087	0.014103	0.020111	-0.11283	-0.139886	-0.099831	-0.123257	5.182921	1.339743	11.389275	5.809244	0.004524	-0.254899	-0.362043	-0.322395	-0.322149	12.411332	2.987511	56.193641	27.565682
0.018422	0.014188	0.019325	-0.129661	-0.189234	-0.134601	-0.090454	6.62703	1.423247	12.361622	7.204894	0.007678	-0.230296	-0.264715	-0.3344	-0.246447	14.382058	2.743327	69.462204	31.706319
0.014089	0.014134	0.019398	-0.169931	-0.13765	-0.141853	-0.067314	5.509578	1.51624	13.521988	8.01019	0.010065	-0.233616	-0.280694	-0.239896	-0.314782	17.421089	2.83342	60.268709	29.518623
0.016296	0.013392	0.016236	-0.085279	-0.200866	-0.049332	-0.107307	4.842088	1.291071	15.607484	6.064432	0.012689	-0.2903	-0.326539	-0.249505	-0.33318	10.448447	3.043413	63.975909	39.299587
0.01074	0.013708	0.018401	-0.175437	-0.068045	-0.148771	-0.164353	5.908329	1.036666	12.391032	7.106454	0.010116	-0.35233	-0.306697	-0.344017	-0.286424	15.105159	3.507296	64.86385	30.927053
0.007184	0.013037	0.020961	-0.075107	-0.075094	-0.117012	-0.204043	6.146833	1.111218	14.54857	7.590796	0.009513	-0.303682	-0.353764	-0.218817	-0.283791	9.928502	2.916283	62.441841	26.956034
0.016608	0.012476	0.020336	-0.049703	-0.179882	-0.103743	-0.143751	4.516856	1.562105	11.345333	6.154569	0.006317	-0.223595	-0.318941	-0.320441	-0.286233	14.670994	2.327997	49.561456	35.60852
0.015502	0.013756	0.024583	-0.06564	-0.090754	-0.189087	-0.101104	4.224312	1.236624	9.953763	5.601258	0.009255	-0.330473	-0.301075	-0.251292	-0.34142	16.465861	1.92525	57.794053	25.082683
0.013396	0.013146	0.024756	-0.09068	-0.086124	-0.13847	-0.112512	4.687414	1.303487	11.704632	6.378121	0.007003	-0.268482	-0.293088	-0.355458	-0.230793	13.575021	2.674923	55.829831	34.400367
0.013583	0.01381	0.022812	-0.16205	-0.185186	-0.126627	-0.071426	6.278314	1.284102	10.183704	6.022952	0.006034	-0.278432	-0.299974	-0.224743	-0.321201	12.979048	2.852364	64.170818	30.255754
0.01515	0.012592	0.019981	-0.149686	-0.170264	-0.158972	-0.106298	5.408009	1.280193	12.830596	5.511584	0.005875	-0.248342	-0.289366	-0.270769	-0.30144	11.821042	2.437023	50.488663	24.495157
0.010571	0.014212	0.024106	-0.183047	-0.13038	-0.134495	-0.137464	6.010531	1.611682	14.906485	5.206571	0.013067	-0.328206	-0.301438	-0.298617	-0.291	15.672482	2.100913	48.399367	37.110603
0.010386	0.013833	0.021458	-0.103869	-0.181549	-0.18227	-0.103967	5.016468	1.619328	10.335758	6.689292	0.007386	-0.336142	-0.276304	-0.266723	-0.219777	15.877993	2.872855	44.788715	34.157406
0.012795	0.01435	0.020232	-0.095809	-0.106115	-0.114425	-0.098108	4.826184	1.270349	16.020411	7.845863	0.0118	-0.337397	-0.310867	-0.321381	-0.241656	15.448658	2.643925	63.217444	29.595617
0.009814	0.013117	0.021632	-0.104443	-0.172635	-0.098462	-0.075087	5.514723	1.222987	11.56304	7.392399	0.008618	-0.315248	-0.332606	-0.341472	-0.26316	16.74592	3.262625	68.201673	36.391273
0.011407	0.013923	0.022082	-0.116688	-0.101457	-0.113217	-0.148585	5.587141	1.476733	13.283911	7.459944	0.006248	-0.324258	-0.241375	-0.375187	-0.304664	12.335901	2.39647	75.784682	34.516138
0.009423	0.014159	0.024804	-0.121088	-0.152148	-0.179001	-0.168446	4.428101	1.38831	14.022293	7.418464	0.010716	-0.32561	-0.260582	-0.274121	-0.31925	11.719487	3.395902	80.612125	32.622804
0.01327	0.014311	0.018225	-0.055951	-0.122088	-0.108681	-0.139113	4.568996	1.175915	13.39308	7.07203	0.008516	-0.241446	-0.371901	-0.332397	-0.297021	10.964347	2.161436	73.722114	28.770081
0.00788	0.013496	0.023231	-0.184996	-0.155698	-0.101823	-0.120799	4.95931	1.444312	12.701367	6.544505	0.008892	-0.288915	-0.333847	-0.363665	-0.338435	10.184258	3.326811	70.784792	29.228265
0.008198	0.014442	0.019252	-0.127394	-0.110159	-0.1325	-0.063249	4.809104	1.184236	14.148413	8.445165	0.003227	-0.312431	-0.324661	-0.328851	-0.292106	14.997477	2.258732	63.505671	28.436765
0.013918	0.014737	0.020585	-0.181818	-0.15351	-0.095259	-0.134684	5.248349	1.040192	12.525695	5.831935	0.008992	-0.32091	-0.231106	-0.330265	-0.293502	11.907446	2.632292	59.731784	21.691997
0.011061	0.014597	0.024952	-0.15718	-0.206968	-0.092149	-0.16217	5.293003	1.416303	12.101627	5.583412	0.007323	-0.359604	-0.34682	-0.295906	-0.238216	11.311413	2.69398	71.291298	23.646841
0.009175	0.012861	0.019642	-0.159664	-0.202793	-0.128017	-0.131786	4.477912	1.315053	11.64833	6.11433	0.008689	-0.270861	-0.363516	-0.280328	-0.35868	14.03513	2.384022	61.98605	33.793204
0.014371	0.013615	0.02119	-0.084034	-0.125055	-0.076944	-0.154687	4.616439	1.391701	11.24404	7.903137	0.008206	-0.299721	-0.291788	-0.361961	-0.288479	9.103885	3.250376	75.402247	27.051967
0.006565	0.015297	0.021862	-0.188368	-0.095383	-0.125695	-0.114178	4.017705	1.597221	12.279213	6.600494	0.006571	-0.26882	-0.293611	-0.317554	-0.233693	12.916015	2.497173	53.349691	30.670567
0.013321	0.014857	0.017035	-0.204936	-0.164689	-0.153712	-0.160865	5.208218	1.242594	16.151438	6.087089	0.007172	-0.294383	-0.220089	-0.229748	-0.375172	16.584227	2.20742	58.341074	38.865281
0.008522	0.013362	0.018425	-0.204265	-0.075996	-0.1687	-0.116395	5.325883	1.341906	11.776518	6.776007	0.00958	-0.335298	-0.258117	-0.285054	-0.266316	13.361508	2.299797	69.015305	33.619113
0.016023	0.012952	0.018906	-0.164258	-0.126706	-0.142573	-0.171915	4.341288	1.356913	10.718407	7.666913	0.00427	-0.27472	-0.304025	-0.349549	-0.380852	15.206298	2.468996	60.010345	28.158289
0.015065	0.013869	0.021595	-0.158523	-0.192003	-0.146192	-0.092474	4.123498	1.308618	14.437083	6.895771	0.010979	-0.320739	-0.249206	-0.301309	-0.327368	12.80808	2.814084	67.735082	26.582013
0.015232	0.013862	0.023463	-0.208553	-0.092749	-0.190785	-0.130187	5.551103	1.458123	13.174975	8.40004	0.004764	-0.267068	-0.232146	-0.257424	-0.252552	13.560362	2.503647	76.091555	24.824492
0.011697	0.014769	0.020793	-0.145763	-0.118371	-0.123612	-0.128994	4.637809	1.186489	13.060424	5.158942	0.011129	-0.297883	-0.28615	-0.351588	-0.317357	15.352223	3.040164	60.678616	34.993303
0.01805	0.014404	0.02124	-0.133623	-0.134474	-0.104527	-0.138894	5.6073	1.563966	12.796548	5.425963	0.010577	-0.286864	-0.369378	-0.369144	-0.226707	11.754625	2.662303	61.407819	27.700979
0.013705	0.013254	0.017117	-0.122807	-0.14863	-0.086869	-0.174337	5.383538	1.326738	14.603705	8.143177	0.005606	-0.279907	-0.345228	-0.380914	-0.324009	13.80309	2.726665	57.141413	37.928339
0.009053	0.015017	0.022261	-0.11505	-0.052798	-0.124388	-0.193698	5.85451	0.990026	16.645784	6.17784	0.009664	-0.258414	-0.245355	-0.254587	-0.356223	14.059792	2.999295	80.900555	30.286325
0.010961	0.014912	0.019111	-0.099745	-0.101295	-0.064426	-0.094663	3.935473	1.215714	15.787864	7.961153	0.013576	-0.29571	-0.227761	-0.294232	-0.281742	17.283311	2.759696	56.358538	31.154317
0.01181	0.014389	0.018838	-0.154011	-0.210522	-0.106972	-0.176004	6.662807	1.210032	12.910342	6.942679	0.012427	-0.291993	-0.375928	-0.281682	-0.262348	13.143876	2.812867	77.841409	35.872655
0.010236	0.012785	0.018125	-0.163644	-0.126112	-0.061453	-0.183241	5.417186	1.226351	14.211307	8.093908	0.01276	-0.368248	-0.269916	-0.357828	-0.299054	15.520806	2.92376	76.846448	33.442316
0.013787	0.014344	0.022368	-0.061514	-0.144363	-0.160419	-0.192506	6.521898	1.394875	10.855545	7.002958	0.011383	-0.25097	-0.274513	-0.339873	-0.32002	13.953552	2.935441	62.638071	33.191849
0.012821	0.015449	0.017753	-0.192796	-0.187522	-0.137647	-0.087588	5.736223	1.42951	14.72268	6.649337	0.005318	-0.342799	-0.330426	-0.265763	-0.277799	11.973943	2.719987	73.355492	30.45063
0.017006	0.013294	0.022742	-0.141455	-0.176984	-0.068386	-0.101832	5.984043	1.318269	11.893687	6.999821	0.012209	-0.307227	-0.348898	-0.359387	-0.235292	13.393075	3.225736	54.114187	26.318379
0.009361	0.013324	0.017886	-0.071055	-0.102796	-0.119872	-0.152982	5.713019	1.407057	11.477829	4.990431	0.009035	-0.354195	-0.337745	-0.244129	-0.27968	15.168582	2.136202	66.203221	28.267319
0.008957	0.012885	0.023025	-0.143493	-0.196813	-0.145964	-0.048715	5.145989	1.058116	12.022744	6.437314	0.002992	-0.265844	-0.254655	-0.242418	-0.242854	13.824854	3.205673	46.135824	32.144867
0.0081	0.01359	0.022698	-0.126135	-0.079385	-0.185577	-0.080959	6.109247	1.172374	13.744641	8.048315	0.004134	-0.344469	-0.252436	-0.311013	-0.298408	14.793963	2.863619	52.00319	26.079543
0.012266	0.01398	0.022585	-0.127855	-0.16896	-0.05693	-0.128857	4.157789	1.076534	10.793417	4.966564	0.011608	-0.310206	-0.251173	-0.253449	-0.315099	15.333298	2.479369	52.473884	20.357469
0.013043	0.012992	0.016642	-0.08289	-0.156891	-0.094296	-0.149961	4.565066	1.290561	14.032321	7.559393	0.007898	-0.264003	-0.327284	-0.291986	-0.272691	13.080226	2.526901	54.902667	28.86628
0.011957	0.012574	0.018592	-0.089345	-0.089464	-0.088698	-0.089434	5.653533	1.20363	12.585641	6.81661	0.006738	-0.373195	-0.236293	-0.311803	-0.317219	12.188815	3.19829	67.412526	28.958201
0.014604	0.014666	0.019507	-0.134768	-0.128083	-0.174729	-0.117691	5.440281	1.054246	13.305094	7.337377	0.006868	-0.376274	-0.272148	-0.278124	-0.288767	10.727937	3.170323	54.447905	26.146555
0.015403	0.014041	0.021735	-0.088439	-0.0822	-0.144027	-0.126953	5.006303	1.495988	14.964659	5.693844	0.013455	-0.281792	-0.267223	-0.290065	-0.225099	11.232764	3.443617	68.08554	29.36663
0.00736	0.014477	0.020865	-0.178546	-0.066034	-0.155289	-0.198937	4.280314	1.151615	13.101195	6.357384	0.010275	-0.363579	-0.262954	-0.342176	-0.3286	14.313511	2.848418	71.636277	33.109008
0.00874	0.015087	0.024367	-0.063122	-0.083657	-0.085176	-0.154558	4.881318	1.527956	10.074359	7.259254	0.010449	-0.255506	-0.268713	-0.333588	-0.339464	10.657783	3.358076	51.040709	31.976109
0.012452	0.012431	0.021109	-0.196268	-0.108432	-0.129809	-0.115957	4.862942	1.201096	14.27303	7.138803	0.009928	-0.293966	-0.324227	-0.268981	-0.303041	13.034696	2.371608	84.874896	29.990617
0.006004	0.01456	0.023842	-0.132308	-0.115108	-0.106576	-0.121965	4.913451	1.256985	16.302032	6.221771	0.003519	-0.339973	-0.316407	-0.260076	-0.325954	12.630135	2.576738	43.747045	39.404787
0.010227	0.015173	0.022449	-0.108058	-0.145339	-0.194305	-0.111429	4.360584	1.467842	10.478416	6.830798	0.010372	-0.275786	-0.302793	-0.299424	-0.267906	17.799482	2.538536	48.822068	32.682105
0.01786	0.014289	0.020829	-0.140304	-0.04974	-0.136094	-0.108472	5.340997	1.266588	13.479007	8.210365	0.015515	-0.274062	-0.315082	-0.346887	-0.25066	14.491305	2.956837	65.835426	37.525735
0.006349	0.013071	0.019024	-0.096986	-0.115846	-0.083397	-0.179626	5.688435	1.333016	14.340507	6.751603	0.009395	-0.311005	-0.305486	-0.277595	-0.261204	14.199455	2.794856	63.007673	27.352368
0.014053	0.014157	0.020259	-0.166258	-0.131557	-0.152754	-0.09441	4.930523	1.067934	13.728714	5.889068	0.008381	-0.326331	-0.367065	-0.319409	-0.27285	12.834882	2.14852	61.82851	37.770984
0.00984	0.015122	0.020098	-0.144671	-0.112114	-0.081033	-0.085893	6.182546	1.350519	14.294089	6.296765	0.0108	-0.251794	-0.32291	-0.337089	-0.361274	11.446583	3.090567	65.311145	32.324031
0.00867	0.013975	0.016788	-0.101261	-0.168097	-0.085824	-0.142235	5.558255	1.368556	12.964091	6.324832	0.004933	-0.356851	-0.309594	-0.353416	-0.344223	17.003967	2.904157	70.197507	35.334398
0.015653	0.014054	0.023059	-0.161078	-0.121851	-0.181659	-0.16806	4.753275	1.217375	15.721923	6.745071	0.006162	-0.350878	-0.284673	-0.289719	-0.295385	12.299362	2.460105	72.26214	30.077834
0.006787	0.015059	0.021769	-0.131393	-0.055928	-0.130787	-0.081793	6.431026	1.166705	13.570722	5.742133	0.008127	-0.305792	-0.223897	-0.283082	-0.350389	16.17472	2.039308	61.240529	22.478507
0.011888	0.013181	0.025888	-0.12026	-0.160703	-0.115203	-0.060504	6.355911	1.128528	15.930638	7.77881	0.008348	-0.348373	-0.286576	-0.258581	-0.274886	16.028798	2.752073	47.846858	31.292663
0.007692	0.01533	0.025379	-0.111734	-0.080091	-0.197388	-0.147511	6.203165	1.485017	13.405666	6.718119	0.011186	-0.378845	-0.281611	-0.276069	-0.335331	14.163852	2.00821	59.040334	24.290546
0.005621	0.014532	0.023781	-0.052709	-0.132414	-0.110176	-0.076259	5.227518	1.125099	13.006971	5.292254	0.005154	-0.302478	-0.237529	-0.312889	-0.35301	11.025397	2.336721	56.797263	25.676736
0.010852	0.013553	0.023376	-0.199279	-0.149871	-0.053738	-0.125921	5.469006	1.37596	12.505684	5.868233	0.009125	-0.362737	-0.329075	-0.262264	-0.254903	14.753341	3.021556	74.613265	30.95306
0.012087	0.0139	0.022908	-0.154846	-0.141712	-0.149878	-0.124759	4.781632	0.980423	13.669014	7.32466	0.01246	-0.31627	-0.321766	-0.273518	-0.310334	12.118759	3.289623	66.876039	36.75348
0.014484	0.014763	0.017229	-0.173422	-0.06986	-0.155976	-0.119244	4.397069	1.411218	10.985387	7.762397	0.009335	-0.245975	-0.357365	-0.236218	-0.332516	13.674173	3.34543	55.291753	31.630741
0.011348	0.014871	0.017431	-0.17659	-0.119663	-0.206824	-0.11348	5.134856	1.511681	13.870653	6.458124	0.012894	-0.281459	-0.258612	-0.306604	-0.336041	15.61683	3.102286	73.861415	23.51526
0.008854	0.013267	0.018741	-0.151051	-0.107506	-0.200375	-0.140566	5.798987	1.35008	11.845062	7.518626	0.008768	-0.301985	-0.342795	-0.237738	-0.278292	16.370933	2.276625	47.174272	34.69875
0.01159	0.014684	0.020598	-0.138866	-0.157394	-0.164796	-0.096988	4.726621	1.369216	15.564099	6.477433	0.011494	-0.283557	-0.340371	-0.264397	-0.372577	14.625364	3.131958	52.825668	28.563998
0.012136	0.013693	0.02154	-0.109482	-0.12402	-0.170438	-0.151532	4.971062	1.142968	11.968976	7.626439	0.01418	-0.28755	-0.243761	-0.300054	-0.325777	9.964988	2.408127	49.876835	31.395066
0.017476	0.013213	0.019914	-0.170741	-0.097882	-0.119675	-0.146207	4.479442	1.115512	13.937055	7.097521	0.014765	-0.277509	-0.318309	-0.268544	-0.367143	10.816075	1.985777	53.399275	34.03785
0.010695	0.014509	0.022023	-0.11937	-0.096657	-0.131501	-0.135803	4.65577	1.250961	13.79682	7.510389	0.005494	-0.293001	-0.311824	-0.292765	-0.296434	13.736289	3.06142	74.889982	29.745091
0.016363	0.013426	0.019682	-0.139425	-0.117198	-0.073914	-0.15606	4.719466	1.273549	12.640376	5.536537	0.005709	-0.271626	-0.350497	-0.366247	-0.312799	11.352648	2.231604	83.918437	20.845187
0.006228	0.015644	0.024007	-0.149465	-0.161825	-0.071563	-0.122421	6.046328	1.436054	15.231676	5.383446	0.007056	-0.346472	-0.283145	-0.324387	-0.305919	14.895072	2.979374	58.796244	30.724898
0.013572	0.014636	0.024275	-0.107657	-0.073087	-0.166314	-0.185336	5.089748	1.234707	13.118927	6.408294	0.014521	-0.328582	-0.382136	-0.227115	-0.290607	13.282171	2.077687	68.433827	27.239191
0.009528	0.014248	0.025669	-0.135739	-0.14808	-0.152026	-0.099189	5.066759	1.084131	11.063518	7.71953	0.007547	-0.243873	-0.296223	-0.30301	-0.248841	9.435826	3.081605	79.725037	36.104581
0.012989	0.015376	0.020469	-0.110629	-0.120191	-0.15757	-0.158417	4.077152	1.01159	15.116885	6.514727	0.013878	-0.284479	-0.307061	-0.304729	-0.259935	17.656797	2.57137	71.985015	25.799045
0.00968	0.013013	0.021915	-0.097504	-0.175006	-0.078361	-0.187347	5.202132	1.156638	12.465941	6.907209	0.012028	-0.323323	-0.334628	-0.233921	-0.309439	12.754441	2.972276	69.951658	24.756857
0.017175	0.012692	0.023658	-0.192977	-0.194634	-0.163323	-0.181061	5.30993	1.399477	15.393557	5.120823	0.013191	-0.261731	-0.246678	-0.286704	-0.346581	12.087064	2.193786	79.198486	32.884964
0.01476	0.014003	0.020416	-0.092395	-0.134716	-0.161788	-0.163726	5.864999	1.380917	14.083728	6.856588	0.007751	-0.331822	-0.290817	-0.294485	-0.284569	9.725907	2.885103	65.666822	25.407637
0.012546	0.013655	0.019524	-0.077681	-0.142669	-0.139632	-0.171536	5.745144	1.544271	13.923126	6.258973	0.006457	-0.34783	-0.312796	-0.346471	-0.311861	13.252757	2.048122	65.003449	29.091326
0.01422	0.013432	0.018036	-0.106452	-0.099271	-0.100654	-0.132333	5.108935	1.09862	13.615263	8.275059	0.003958	-0.238903	-0.297332	-0.30409	-0.307555	12.67315	3.121067	69.308184	22.218718
0.015822	0.013951	0.019186	-0.186228	-0.087122	-0.110503	-0.208889	5.886157	1.310505	15.046555	6.209478	0.011884	-0.318156	-0.279384	-0.30928	-0.275719	11.522499	3.480385	51.395469	36.679314
0.011105	0.014263	0.019826	-0.102384	-0.141366	-0.074966	-0.06482	4.268691	1.195388	16.246579	5.941389	0.01214	-0.313023	-0.270332	-0.327693	-0.264735	15.803185	2.598874	66.342064	26.744158
0.012285	0.014078	0.024233	-0.167919	-0.111237	-0.171915	-0.166106	5.034125	1.024044	12.767994	7.286141	0.009747	-0.333856	-0.277372	-0.272553	-0.255311	17.179519	3.158371	58.158552	32.374105
0.014699	0.015227	0.023524	-0.137513	-0.138045	-0.203819	-0.084262	5.631939	1.363054	11.523267	5.774294	0.008025	-0.259043	-0.264241	-0.306909	-0.280934	14.907958	2.345298	66.989833	22.032094
0.011257	0.013777	0.017838	-0.146877	-0.165801	-0.167963	-0.189135	6.322586	1.448806	12.064172	6.002646	0.011681	-0.236887	-0.359539	-0.314384	-0.342912	15.950607	2.683509	82.511309	23.80331
0.014895	0.013563	0.025244	-0.125021	-0.128985	-0.096747	-0.079301	5.959405	1.249398	15.483366	6.96876	0.003697	-0.308523	-0.35452	-0.285499	-0.370587	16.218968	2.546684	72.519497	27.981927
0.013117	0.014954	0.022172	-0.093532	-0.112777	-0.186213	-0.159602	5.774614	1.297954	13.238577	6.611211	0.007973	-0.297005	-0.273703	-0.288352	-0.364773	16.853859	2.589859	57.518627	38.361969
0.015932	0.014992	0.016431	-0.172595	-0.174356	-0.066585	-0.143035	5.941826	1.533296	10.609908	5.962095	0.010539	-0.305498	-0.27792	-0.317238	-0.301043	14.290231	2.628178	72.93746	26.424183
0.010465	0.013738	0.023211	-0.123525	-0.151264	-0.147422	-0.073006	6.487783	1.133965	12.156823	5.657953	0.015237	-0.285554	-0.308254	-0.308805	-0.330306	11.591895	2.785689	81.587425	33.403272
0.011478	0.013518	0.017635	-0.078799	-0.136321	-0.209221	-0.145958	5.810511	1.584235	16.479165	7.379717	0.013727	-0.370028	-0.29445	-0.33609	-0.348888	12.488518	2.710406	78.603818	31.846923
0.00833	0.014831	0.019777	-0.115435	-0.163131	-0.122602	-0.197926	5.273755	1.26087	11.168577	6.667874	0.004456	-0.228482	-0.336221	-0.32628	-0.27075	10.52418	2.422987	59.579134	35.439946
0.007051	0.014613	0.018617	-0.152313	-0.060257	-0.121767	-0.207495	6.233218	1.162332	14.619223	5.362206	0.006684	-0.246534	-0.320148	-0.372516	-0.308836	9.560711	2.773561	76.642541	24.097316
0.016675	0.012821	0.021275	-0.130949	-0.18344	-0.112047	-0.058516	6.388298	1.331177	15.298339	7.16422	0.010902	-0.318754	-0.313955	-0.280563	-0.268937	12.520099	2.61142	55.214098	23.092541
0.010023	0.012648	0.020664	-0.148381	-0.062388	-0.140515	-0.109457	5.068117	1.48993	15.033862	7.044064	0.00985	-0.340149	-0.25639	-0.246807	-0.303601	10.337491	2.308097	70.632519	34.974336
0.00757	0.014454	0.022221	-0.118187	-0.104421	-0.178204	-0.133707	5.671706	1.441408	12.233492	6.560691	0.007433	-0.300522	-0.297874	-0.297481	-0.35509	11.120361	2.561109	61.01574	25.381156
0.012635	0.015498	0.022522	-0.072902	-0.146826	-0.176318	-0.055206	6.068836	1.461806	14.456838	6.268921	0.014288	-0.314485	-0.34319	-0.315112	-0.25778	13.881418	2.445543	64.423362	22.90438
0.012616	0.013313	0.020819	-0.122246	-0.153391	-0.172894	-0.099762	5.670306	1.488318	11.715892	6.844635	0.012635	-0.283516	-0.352227	-0.242391	-0.312532	15.594605	2.113712	59.36511	33.428539
0.010344	0.013423	0.023722	-0.191508	-0.088894	-0.177522	-0.095623	6.622278	1.331306	11.416512	5.917426	0.01052	-0.316411	-0.292867	-0.296263	-0.377297	13.77716	2.412673	82.810768	21.619459
0.011928	0.013442	0.023418	-0.172494	-0.118603	-0.168617	-0.126722	6.667008	1.542632	12.87442	6.501215	0.01101	-0.258625	-0.265627	-0.357221	-0.277839	13.311197	2.787715	70.272493	32.358407
0.007757	0.012389	0.02268	-0.115273	-0.170277	-0.126631	-0.122209	4.218751	1.540009	15.29047	6.475628	0.003499	-0.372941	-0.219831	-0.240896	-0.255419	9.380317	3.245643	45.322572	31.885149
0.013252	0.013642	0.017932	-0.060813	-0.211776	-0.138562	-0.115525	4.505447	1.495624	14.996383	7.306957	0.007303	-0.337809	-0.356413	-0.317904	-0.311256	14.315887	2.000794	65.453849	35.854994
0.013956	0.014434	0.02321	-0.108829	-0.158645	-0.098183	-0.075151	4.378331	1.207686	13.758803	5.174372	0.011183	-0.253702	-0.315558	-0.304032	-0.305629	10.239501	2.647314	53.149563	26.03894
0.008483	0.014545	0.018348	-0.075654	-0.140553	-0.189979	-0.20775	4.014216	1.359391	15.122432	5.801668	0.007169	-0.319875	-0.347535	-0.279102	-0.317731	12.852937	2.12317	58.951375	26.83592
0.017867	0.01497	0.024588	-0.106656	-0.084287	-0.122677	-0.048444	4.515185	1.294899	14.706478	6.693101	0.012821	-0.293341	-0.3117	-0.299188	-0.253503	13.007901	2.994861	67.978117	30.896434
0.013185	0.014502	0.019504	-0.146711	-0.151425	-0.050035	-0.152678	5.22617	1.30369	14.007104	8.399536	0.01532	-0.240896	-0.250801	-0.281241	-0.265446	11.634925	2.708959	80.104546	30.653778
0.015924	0.014025	0.022821	-0.13203	-0.195032	-0.167698	-0.177964	5.133686	1.116277	11.342137	6.216719	0.007964	-0.287509	-0.288476	-0.324247	-0.315762	16.941443	2.430674	67.041087	30.979169
0.016013	0.013	0.022945	-0.110431	-0.103185	-0.178692	-0.143142	5.102797	1.559425	15.33936	7.153551	0.002702	-0.305078	-0.305015	-0.247707	-0.324306	10.912277	2.583217	71.864304	38.15381
0.017539	0.013514	0.022614	-0.135162	-0.107745	-0.116052	-0.113232	4.807171	1.190451	16.141244	5.687001	0.00915	-0.274698	-0.289913	-0.255136	-0.363553	14.055017	2.305288	69.13746	24.876314
0.012518	0.01539	0.02158	-0.117041	-0.11728	-0.1667	-0.199462	6.270523	1.392766	13.315461	6.776089	0.013494	-0.353961	-0.328984	-0.230686	-0.290845	16.180869	2.976248	82.17637	20.940597
0.015154	0.013503	0.022006	-0.133051	-0.164457	-0.10662	-0.15362	4.656996	1.230905	14.298407	5.555655	0.005316	-0.326731	-0.34552	-0.238598	-0.231791	10.733115	3.430594	61.389168	21.07162
0.010479	0.014476	0.01761	-0.092517	-0.163408	-0.125351	-0.155429	5.207642	1.353274	10.80435	7.688708	0.013364	-0.262448	-0.300595	-0.295013	-0.293226	16.684233	2.642711	64.457415	21.940341
0.014222	0.015221	0.024896	-0.14587	-0.177489	-0.19587	-0.138336	5.498463	1.404971	12.152983	7.171109	0.007525	-0.344778	-0.281539	-0.3263	-0.339245	15.729343	2.533764	66.737774	24.596217
0.016261	0.013144	0.021666	-0.130411	-0.173026	-0.073487	-0.185341	6.125128	1.249876	12.076843	5.348803	0.006916	-0.321139	-0.246944	-0.328066	-0.308877	17.645586	2.454161	74.13798	37.411473
